sector,market_cap,revenue,company,company_id,n_employee,state,headoffice_address,lat,lng
General Retailers,39555,14984,ROSS STORES INC,26560,88100,California CA,5130 Hacienda Drive Dublin  California CA 94568 United States,37.7103486,-121.8900734
Speciality & Other Finance,571,1094,CURO GROUP HOLDINGS CORP,2740583,4300,Kansas KS,3527 North Ridge Road Wichita  Kansas KS 67205 United States,37.74782,-97.4269314
Oil & Gas,234018,166339,CHEVRON CORP ,6627,48600,California CA,6001 Bollinger Canyon Road San Ramon  California CA 94583 United States,37.7582505,-121.9580965
Pharmaceuticals and Biotechnology,955,,TWIST BIOSCIENCE CORP,2937637,221,California CA,455 Mission Bay Boulevard South Suite 545 San Francisco California CA 94158 United States,37.7704274,-122.3887624
Software & Computer Services,62102,,UBER TECHNOLOGIES INC,3030432,22263,California CA,1455 Market Street 4th Floor San Francisco California CA 94103 United States,37.775316,-122.4174374
Software & Computer Services,33413,3042,TWITTER INC,2006706,3920,California CA,1355 Market Street Suite 900 San Francisco California CA 94103 United States,37.7768337,-122.4163755
Software & Computer Services,135703,13282,SALESFORCE.COM INC,69444,35000,California CA,Salesforce Tower 415 Mission Street 3rd Floor San Francisco California CA 94105 United States,37.7897442,-122.3972337
Speciality & Other Finance,53682,10132,CHARLES SCHWAB CORP,27292,19500,California CA,211 Main Street San Francisco  California CA 94105 United States,37.7905969,-122.3927897
Speciality & Other Finance,302272,20609,VISA INC,937594,17000,California CA,One Market Plaza San Francisco  California CA 94105 United States,37.7932577,-122.3944272
Banks,209602,101060,WELLS FARGO & CO,33264,258700,California CA,420 Montgomery Street San Francisco  California CA 94104 United States,37.7933827,-122.4026176
Real Estate,24903,3046,DIGITAL REALTY TRUST INC,641924,1530,California CA,Four Embarcadero Center Suite 3200 San Francisco California CA 94111 United States,37.79539,-122.396107
Real Estate,52074,2804,PROLOGIS INC ,1710,1617,California CA,Pier 1 Bay 1 San Francisco  California CA 94111 United States,37.7980305,-122.394973
Chemicals,19983,6124,CLOROX COMPANY (THE),7089,8700,California CA,1221 Broadway Oakland  California CA 94612-1888 United States,37.8034631,-122.272345
Software & Computer Services,35650,2570,AUTODESK INC,3118,9600,California CA,111 McInnis Parkway San Rafael  California CA 94903 United States,38.0054016,-122.530873
Leisure & Hotels,35490,5688,YUM! BRANDS INC ,77014,34000,Kentucky KY,1441 Gardiner Lane Lousville  Kentucky KY 40213 United States,38.1981365,-85.695749
Food Producers & Processors,27924,3857,BROWN FORMAN CORP,5210,4700,Kentucky KY,850 Dixie Highway Louisville  Kentucky KY 40210 United States,38.244955,-85.7837243
Insurance,39091,56912,HUMANA INC,15207,41600,Kentucky KY,500 West Main Street Louisville  Kentucky KY 40202 United States,38.2563673,-85.7585738
Utilities - Other,18388,6291,AMEREN CORP,1976,8838,Missouri MO,1901 Chouteau Avenue St Louis  Missouri MO 63103 United States,38.6224792,-90.2093732
Insurance,22165,60116,CENTENE CORP,6261,47300,Missouri MO,7700 Forsyth Boulevard St. Louis  Missouri MO 63105 United States,38.6496633,-90.3343387
Insurance,9682,12876,REINSURANCE GROUP OF AMERICA INC,25995,2767,Missouri MO,16600 Swingley Ridge Road Chesterfield  Missouri MO 63017 United States,38.661306,-90.56653
Aerospace & Defence,62794,30095,NORTHROP GRUMMAN CORP,22521,85000,Virginia VA,2980 Fairview Park Drive Falls Church  Virginia VA 22042 United States,38.8677505,-77.2159054
Aerospace & Defence,53427,36193,GENERAL DYNAMICS CORP,12984,105600,Virginia VA,2941 Fairview Park Drive Suite 100 Falls Church Virginia VA 22042-4513 United States,38.8690333,-77.2150053
Real Estate,28216,2285,AVALONBAY COMMUNITIES INC,3169,3087,Virginia VA,Ballston Tower 671 North Glebe Road Suite 800 Arlington Virginia VA 22203 United States,38.8787988,-77.1106409
Engineering & Machinery,101163,19893,DANAHER CORP,8663,71000,District Of Columbia DC,2200 Pennsylvania Avenue North West Suite 800 West Washington District Of Columbia DC 20037-1701 United States,38.9017929,-77.0493245
Real Estate,22951,1192,COSTAR GROUP INC,8021,3705,District Of Columbia DC,1331 L Street Northwest Washington  District Of Columbia DC 20005 United States,38.9041034,-77.0311069
Telecommunication Services,27991,32406,SPRINT CORP ,637487,30000,Kansas KS,6200 Sprint Parkway Overland Park  Kansas KS 66251 United States,38.9156634,-94.6587588
Speciality & Other Finance,41296,32377,CAPITAL ONE FINANCIAL CORP,5734,47600,Virginia VA,1680 Capital One Drive McLean  Virginia VA 22102 United States,38.9245733,-77.2135063
Leisure & Hotels,27190,8906,HILTON WORLDWIDE HOLDINGS INC,2022926,169000,Virginia VA,7930 Jones Branch Drive Suite 1100 McLean Virginia VA 22102 United States,38.9280922,-77.2151232
Software & Computer Services,1633,227,APPIAN CORP,2660908,1058,Virginia VA,11955 Democracy Drive Suite 1700 Reston Virginia VA 20190 United States,38.9576016,-77.3601845
Software & Computer Services,324,0,VIRNETX HOLDING CORP,1024834,21,Nevada NV,308 Dorla Court Suite 206 Zephyr Cove Nevada NV 89448 United States,38.982518,-119.943165
Leisure & Hotels,42092,20758,MARRIOTT INTERNATIONAL INC,19706,176000,Maryland MD,10400 Fernwood Road Bethesda  Maryland MD 20817 United States,39.0247171,-77.1382699
Aerospace & Defence,109162,53762,LOCKHEED MARTIN CORP,19048,105000,Maryland MD,6801 Rockledge Drive Bethesda  Maryland MD 20817-1877 United States,39.03099,-77.138944
Real Estate,9538,915,FEDERAL REALTY INVESTMENT TRUST,11649,303,Maryland MD,1626 East Jefferson Street Rockville  Maryland MD 20852 United States,39.0611389,-77.1271556
Household Products,303002,67684,PROCTER & GAMBLE CO,25150,97000,Ohio OH,One Procter & Gamble Plaza Cincinnati  Ohio OH 45202 United States,39.1032195,-84.5052772
Health,22855,5366,CERNER CORP,6375,29200,Missouri MO,2800 Rockcreek Parkway North Kansas City  Missouri MO 64117 United States,39.1498641,-94.5459231
Electronic & Electrical Equipment,6120,3094,CIENA CORP,6834,6013,Maryland MD,7035 Ridge Road Hanover  Maryland MD 21076 United States,39.1921521,-76.6999634
Engineering & Machinery,25796,23771,CUMMINS INC,8426,62610,Indiana IN,500 Jackson Street Post Office Box 3005 Columbus Indiana IN 47202-3005 United States,39.2036161,-85.9228525
Speciality & Other Finance,26836,5373,T ROWE PRICE GROUP INC,25020,7022,Maryland MD,100 East Pratt Street Baltimore  Maryland MD 21202 United States,39.2871714,-76.6128397
Investment Companies,466,17,ADAMS NATURAL RESOURCES FUND INC ,24265,,Maryland MD,500 East Pratt Street Suite 1300 Baltimore Maryland MD 21202 United States,39.2871831,-76.6083641
Insurance,18050,5407,CINCINNATI FINANCIAL CORP,6863,4999,Ohio OH,6200 South Gilmore Road Fairfield  Ohio OH 45014-5141 United States,39.3077776,-84.5207443
Business Services,26503,6477,CINTAS CORP,6877,41000,Ohio OH,6800 Cintas Boulevard Post Office Box 625737 Cincinnati Ohio OH 45262-5737 United States,39.3411816,-84.282986
Food Producers & Processors,20527,5409,MCCORMICK & CO INC,19939,11600,Maryland MD,24 Schilling Road Suite 1 Hunt Valley Maryland MD 21031 United States,39.4925584,-76.652849
Media & Entertainment,24508,8040,LIBERTY MEDIA CORP,1924862,4641,Colorado CO,12300 Liberty Boulevard Englewood  Colorado CO 80112 United States,39.5531852,-104.8457211
Mining,29914,7253,NEWMONT GOLDCORP CORP ,22069,12400,Colorado CO,6363 South Fiddler's Green Circle Greenwood Village  Colorado CO 80111 United States,39.6006238,-104.8923492
Mining,8503,459,ROYAL GOLD INC,26634,23,Colorado CO,1660 Wynkoop Street Suite 1000 Denver Colorado CO 80202-1132 United States,39.7521134,-105.0000873
Chemicals,52743,85977,DUPONT DE NEMOURS INC ,2696655,98000,Delaware DE,974 Centre Road Wilmington  Delaware DE 19805 United States,39.7554433,-75.6051393
Pharmaceuticals and Biotechnology,110514,24556,ELI LILLY & CO,18888,38680,Indiana IN,Lilly Corporate Center Indianapolis  Indiana IN 46285 United States,39.7559112,-86.1530808
Insurance,75208,92105,ANTHEM INC ,2273,63900,Indiana IN,220 Virginia Avenue Indianapolis  Indiana IN 46204 United States,39.7633921,-86.1512792
Real Estate,44608,5658,SIMON PROPERTY GROUP INC,28041,5000,Indiana IN,225 West Washington Street Indianapolis  Indiana IN 46204 United States,39.7668367,-86.1623174
Utilities - Other,21790,3440,AMERICAN WATER WORKS CO INC,1966,7100,New Jersey NJ,1 Water Street Camden  New Jersey NJ 08102-1658 United States,39.9487969,-75.1307896
Telecommunication Services,203266,94507,COMCAST CORP ,7387,184000,Pennsylvania PA,One Comcast Center Philadelphia  Pennsylvania PA 19103-2838 United States,39.9549688,-75.168451
Banks,14857,5270,HUNTINGTON BANCSHARES INC,15235,15693,Ohio OH,Huntington Center 41 South High Street Columbus Ohio OH 43287 United States,39.9610405,-83.0007547
Blank Check / Shell Companies,5348,,CLARIVATE ANALYTICS PLC ,2911460,,Pennsylvania PA,1500 Spring Garden Street Philadelphia  Pennsylvania PA 19130 United States,39.9621155,-75.1640533
Insurance,1400,1276,STATE AUTO FINANCIAL CORPORATION,29127,1854,Ohio OH,518 East Broad Street Columbus  Ohio OH 43215-3976 United States,39.9640947,-82.9868629
Utilities - Other,43857,16196,AMERICAN ELECTRIC POWER CO INC,1809,17582,Ohio OH,1 Riverside Plaza Columbus  Ohio OH 43215 United States,39.9650383,-83.0064261
Wholesale Trade,3305,3770,KAR AUCTION SERVICES INC,1612965,18400,Indiana IN,13085 Hamilton Crossing Boulevard Carmel  Indiana IN 46032 United States,39.9769307,-86.1607893
Electronic & Electrical Equipment,2244,3035,VISHAY INTERTECHNOLOGY INC,32774,24100,Pennsylvania PA,63 Lancaster Avenue Malvern  Pennsylvania PA 19355-2143 United States,40.0446615,-75.5280656
Insurance,416,772,DONEGAL GROUP INC,9513,,Pennsylvania PA,1195 River Road Post Office Box 302 Marietta Pennsylvania PA 17547-0302 United States,40.061418,-76.5487328
Health,12090,10772,UNIVERSAL HEALTH SERVICES INC,31865,78700,Pennsylvania PA,Universal Corporate Center 367 South Gulph Road King of Prussia Pennsylvania PA 19406 United States,40.078207,-75.36959
Containers & Packaging,9188,11151,CROWN HOLDINGS INC ,461561,33000,Pennsylvania PA,770 Township Line Road Yardley  Pennsylvania PA 19067-4232 United States,40.2226805,-74.8833999
Real Estate,1244,139,MONMOUTH REAL ESTATE INVESTMENT CORP,21017,15,New Jersey NJ,Juniper Business Plaza 3499 Route 9 North Suite 3-D Freehold New Jersey NJ 07728 United States,40.2355799,-74.2721248
Real Estate,8139,1056,GAMING AND LEISURE PROPERTIES INC (GLPI),2006042,644,Pennsylvania PA,845 Berkshire Boulevard Suite 200 Wyomissing Pennsylvania PA 19610 United States,40.3515257,-75.9703256
Transport,14281,4364,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,33000,18000,Pennsylvania PA,1001 Air Brake Avenue Wilmerding  Pennsylvania PA 15148 United States,40.3943886,-79.8094533
Food Producers & Processors,31534,26268,KRAFT HEINZ CO ,2302079,38000,Pennsylvania PA,One PPG Place Pittsburgh  Pennsylvania PA 15222 United States,40.4398325,-80.0034907
Chemicals,27580,15374,PPG INDUSTRIES INC,24887,47300,Pennsylvania PA,One PPG Place Pittsburgh  Pennsylvania PA 15272 United States,40.4398325,-80.0034907
Banks,58192,19993,PNC FINANCIAL SERVICES GROUP INC,24669,53063,Pennsylvania PA,The Tower at PNC Plaza 300 Fifth Avenue Pittsburgh Pennsylvania PA 15222-2401 United States,40.4399686,-80.0002473
Pharmaceuticals and Biotechnology,343247,81581,JOHNSON & JOHNSON,17478,135100,New Jersey NJ,One Johnson & Johnson Plaza New Brunswick  New Jersey NJ 08933 United States,40.4979518,-74.4430559
Pharmaceuticals and Biotechnology,7734,2463,CATALENT INC,2129696,10700,New Jersey NJ,14 SchoolHouse Road Somerset  New Jersey NJ 08873 United States,40.5278363,-74.5475443
Chemicals,48448,8930,AIR PRODUCTS & CHEMICALS INC,1173,16300,Pennsylvania PA,7201 Hamilton Boulevard Allentown  Pennsylvania PA 18195-1501 United States,40.5525025,-75.5987118
General Retailers,746,1822,OVERSTOCK COM INC,101407,2060,Utah UT,799 West Coliseum Way Midvale  Utah UT 84047 United States,40.6181541,-111.9151897
Pharmaceuticals and Biotechnology,222485,42294,MERCK & CO INC ,27219,69000,New Jersey NJ,2000 Galloping Hill Road Kenilworth  New Jersey NJ 07033 United States,40.6774305,-74.2723554
Publishing,62430,6258,S&P GLOBAL INC ,19953,21200,New York NY,55 Water Street New York  New York NY 10041 United States,40.7033782,-74.009675
Business Services,7161,6515,NIELSEN HOLDINGS PLC ,1684303,46000,New York NY,85 Broad Street   New York NY 10004 United States,40.7040662,-74.0111456
Insurance,45506,47398,AMERICAN INTERNATIONAL GROUP (AIG) INC,1856,49600,New York NY,175 Water Street   New York NY 10038 United States,40.7063657,-74.0051548
Insurance,2792,4608,NATIONAL GENERAL HOLDINGS CORP,2063087,8440,New York NY,59 Maiden Lane 38th Floor  New York NY 10038 United States,40.7087357,-74.0081164
Pharmaceuticals and Biotechnology,68525,15281,CELGENE CORP,6177,8852,New Jersey NJ,86 Morris Avenue Summit  New Jersey NJ 07901 United States,40.7090186,-74.3452692
Speciality & Other Finance,15921,4277,NASDAQ INC ,42640,4099,New York NY,One Liberty Plaza 165 Broadway  New York NY 10006 United States,40.7098327,-74.0107394
Business Services,41133,4443,MOODYS CORP ,21071,13000,New York NY,7 World Trade Center 250 Greenwich Street  New York NY 10007 United States,40.7134166,-74.0119311
Speciality & Other Finance,18603,1434,MSCI INC,1041062,3112,New York NY,7 World Trade Center 250 Greenwich Street 49th Floor New York NY 10007 United States,40.7134166,-74.0119311
Speciality & Other Finance,98540,43281,AMERICAN EXPRESS CO,1815,59000,New York NY,200 Vesey Street   New York NY 10285 United States,40.7138829,-74.0146871
Banks,40192,16392,BANK OF NEW YORK MELLON CORP (THE),945834,51300,New York NY,240 Greenwich Street   New York NY 10286 United States,40.7142261,-74.011977
Speciality & Other Finance,71572,36616,GOLDMAN SACHS GROUP INC,13564,36600,New York NY,200 West Street   New York NY 10282 United States,40.7148544,-74.0144968
Banks,155268,97120,CITIGROUP INC,6930,204000,New York NY,388 Greenwich Street   New York NY 10013 United States,40.7206782,-74.0111516
Business Services,25010,2395,VERISK ANALYTICS INC,1586724,8184,New Jersey NJ,545 Washington Boulevard Jersey City  New Jersey NJ 07310-1686 United States,40.7277213,-74.0349363
Utilities - Other,28376,12337,CONSOLIDATED EDISON INC,7705,15307,New York NY,4 Irving Place   New York NY 10003 United States,40.7341443,-73.9883294
Life Assurance,32930,62992,PRUDENTIAL FINANCIAL INC,25332,50492,New Jersey NJ,751 Broad Street Newark  New Jersey NJ 07102 United States,40.7369358,-74.1720252
Utilities - Other,30988,9696,PUBLIC SERVICE ENTERPRISE GROUP INC,25378,13145,New Jersey NJ,80 Park Plaza Newark  New Jersey NJ 07102 United States,40.7370367,-74.1680642
Pharmaceuticals and Biotechnology,79252,22561,BRISTOL-MYERS SQUIBB CO,5118,23300,New York NY,430 East 29th Street 14th Floor New York New York NY 10016 United States,40.740191,-73.974859
Real Estate,375,314,DRIVE SHACK INC ,422451,48,New York NY,111 West 19th Street 8th Floor New York New York NY 10011 United States,40.7410521,-73.9952147
Pharmaceuticals and Biotechnology,206336,53647,PFIZER INC,24296,92400,New York NY,235 East 42nd Street   New York NY 10017 United States,40.7503024,-73.9726573
Tobacco,120592,79823,PHILIP MORRIS INTERNATIONAL INC,1060044,77400,New York NY,120 Park Avenue   New York NY 10017-5592 United States,40.7518892,-73.9782982
Software & Computer Services,36002,333,ALTABA INC ,33915,,New York NY,140 East 45th Street 15th Floor Suite 15A New York NY 10017 United States,40.752707,-73.9740497
Insurance,43397,67941,METLIFE INC,20426,48000,New York NY,200 Park Avenue   New York NY 10166-0188 United States,40.7533488,-73.9766668
Insurance,37917,30282,THE TRAVELERS COMPANIES INC ,469152,30400,New York NY,485 Lexington Avenue   New York NY 10017 United States,40.7542087,-73.9735521
Speciality & Other Finance,803,274,WISDOMTREE INVESTMENTS INC,1714195,228,New York NY,245 Park Avenue 35th Floor  New York NY 10167 United States,40.7545475,-73.9745088
Telecommunication Services,228322,130863,VERIZON COMMUNICATIONS INC ,32507,144500,New York NY,1095 Avenue of the Americas New York  New York NY 10036 United States,40.7547674,-73.9849149
Banks,354223,109029,JPMORGAN CHASE & CO,17528,256105,New York NY,383 Madison Avenue   New York NY 10179-0001 United States,40.7554702,-73.9766645
Insurance,49347,14950,MARSH & MCLENNAN COMPANIES INC,19713,66000,New York NY,1166 Avenue of the Americas   New York NY 10036 United States,40.7568582,-73.9820448
Clothing & Personal Products,62270,15544,COLGATE-PALMOLIVE CO,7293,34500,New York NY,300 Park Avenue   New York NY 10022 United States,40.7570209,-73.9746695
Speciality & Other Finance,1983,,TRADEWEB MARKETS INC,3018035,919,New York NY,1177 Avenue of the Americas   New York NY 10036 United States,40.7572802,-73.9829159
Media & Entertainment,17173,15290,OMNICOM GROUP INC,23113,70400,New York NY,437 Madison Avenue   New York NY 10022 United States,40.7573533,-73.9752435
Speciality & Other Finance,33439,7119,BLACKSTONE GROUP INC ,55498,2360,New York NY,345 Park Avenue   New York NY 10154 United States,40.7579332,-73.9722189
